pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
Kepler-163,b,Kepler-163 b,Transit,0,2,7.81093700,0.00010700,-0.00010700,0,3,0.078000,,,0,1,,,,,0,,,,,0,,,,,0,,0.094,0.039,-0.039,0,3,,,,,0,0,1,0,19h40m00.68s,+46d59m14.4s,295.002819,0.000019,46.987328,0.000017,2,703.69,10.19,-10.19,0,3,14.415,,0,Kepler-band,14.380,,0,5776.00,200.00,-200.00,0,6,,,,,2,0.92,0.38,-0.38,0,6,1,2014-05-14,Kepler
Kepler-163,c,Kepler-163 c,Transit,0,2,21.34726200,0.00008100,-0.00008100,0,4,0.152000,,,0,1,,,,,0,,,,,0,,,,,0,,0.202,0.084,-0.084,0,3,,,,,0,0,1,0,19h40m00.68s,+46d59m14.4s,295.002819,0.000019,46.987328,0.000017,2,703.69,10.19,-10.19,0,3,14.415,,0,Kepler-band,14.380,,0,5776.00,200.00,-200.00,0,6,,,,,2,0.92,0.38,-0.38,0,6,1,2014-05-14,Kepler
Kepler-164,b,Kepler-164 b,Transit,0,3,5.03503000,0.00002700,-0.00002700,0,3,0.058000,,,0,1,,,,,0,,,,,0,,,,,0,,0.126,0.025,-0.025,0,3,,,,,0,0,1,0,19h11m07.40s,+47d37m47.7s,287.780828,0.000019,47.629913,0.000017,2,914.18,14.09,-14.09,0,3,14.282,,0,Kepler-band,14.233,,0,5888.00,113.00,-113.00,0,6,,,,,2,1.15,0.22,-0.22,0,6,1,2014-05-14,Kepler
Kepler-164,c,Kepler-164 c,Transit,0,3,10.94572300,0.00002900,-0.00002900,0,4,0.097000,,,0,1,,,,,0,,,,,0,,,,,0,,0.244,0.046,-0.046,0,3,,,,,0,0,1,0,19h11m07.40s,+47d37m47.7s,287.780828,0.000019,47.629913,0.000017,2,914.18,14.09,-14.09,0,3,14.282,,0,Kepler-band,14.233,,0,5888.00,113.00,-113.00,0,6,,,,,2,1.15,0.22,-0.22,0,6,1,2014-05-14,Kepler
Kepler-164,d,Kepler-164 d,Transit,0,3,28.98676900,0.00016200,-0.00016200,0,4,0.187000,,,0,1,,,,,0,,,,,0,,,,,0,,0.219,0.042,-0.042,0,3,,,,,0,0,1,0,19h11m07.40s,+47d37m47.7s,287.780828,0.000019,47.629913,0.000017,2,914.18,14.09,-14.09,0,3,14.282,,0,Kepler-band,14.233,,0,5888.00,113.00,-113.00,0,6,,,,,2,1.15,0.22,-0.22,0,6,1,2014-05-14,Kepler
Kepler-165,b,Kepler-165 b,Transit,0,2,8.18084800,0.00002600,-0.00002600,0,4,0.072000,,,0,1,,,,,0,,,,,0,,,,,0,,0.207,0.126,-0.126,0,3,,,,,0,0,1,0,18h42m45.84s,+47d48m35.0s,280.691016,0.000017,47.809735,0.000017,2,570.07,6.42,-6.42,0,3,14.802,,0,Kepler-band,14.794,,0,5211.00,200.00,-200.00,0,7,,,,,1,0.77,0.47,-0.47,0,6,1,2014-05-14,Kepler
Kepler-165,c,Kepler-165 c,Transit,0,2,15.31299000,0.00005700,-0.00005700,0,4,0.110000,,,0,1,,,,,0,,,,,0,,,,,0,,0.199,0.120,-0.120,0,3,,,,,0,0,1,0,18h42m45.84s,+47d48m35.0s,280.691016,0.000017,47.809735,0.000017,2,570.07,6.42,-6.42,0,3,14.802,,0,Kepler-band,14.794,,0,5211.00,200.00,-200.00,0,7,,,,,1,0.77,0.47,-0.47,0,6,1,2014-05-14,Kepler
Kepler-166,b,Kepler-166 b,Transit,0,3,7.65025400,0.00001200,-0.00001200,0,4,0.072000,,,0,1,,,,,0,,,,,0,,,,,0,,0.203,0.104,-0.104,0,3,,,,,0,0,1,0,19h32m38.44s,+48d52m52.3s,293.160171,0.000017,48.881191,0.000017,2,614.16,7.56,-7.56,0,3,14.701,,0,Kepler-band,14.685,,0,5413.00,200.00,-200.00,0,6,,,,,1,0.74,0.38,-0.38,0,6,1,2014-05-14,Kepler
Kepler-166,c,Kepler-166 c,Transit,0,3,34.26028100,0.00012400,-0.00012400,0,4,0.195000,,,0,1,,,,,0,,,,,0,,,,,0,,0.212,0.110,-0.110,0,3,,,,,0,1,1,0,19h32m38.44s,+48d52m52.3s,293.160171,0.000017,48.881191,0.000017,2,614.16,7.56,-7.56,0,3,14.701,,0,Kepler-band,14.685,,0,5413.00,200.00,-200.00,0,6,,,,,1,0.74,0.38,-0.38,0,6,1,2014-05-14,Kepler
Kepler-167,b,Kepler-167 b,Transit,0,4,4.39316320,0.00000460,-0.00000450,0,5,0.048300,0.001700,-0.002500,0,2,0.000000,,,0,1,89.330,0.470,-0.800,0,1,,,,,0,,0.144,0.004,-0.004,0,4,,,,,0,0,1,0,19h30m38.03s,+38d20m43.5s,292.658441,0.000017,38.345413,0.000017,2,330.00,10.00,-10.00,0,4,14.023,,0,Kepler-band,14.000,,0,4890.00,50.00,-50.00,0,7,0.77,0.02,-0.03,0,3,0.73,0.02,-0.01,0,7,1,2016-03-10,Kepler
Kepler-167,c,Kepler-167 c,Transit,0,4,7.40611400,0.00001200,-0.00001100,0,5,0.068400,0.024000,-0.003500,0,2,0.000000,,,0,1,89.300,0.360,-0.430,0,1,,,,,0,,0.138,0.004,-0.004,0,4,,,,,0,0,1,0,19h30m38.03s,+38d20m43.5s,292.658441,0.000017,38.345413,0.000017,2,330.00,10.00,-10.00,0,4,14.023,,0,Kepler-band,14.000,,0,4890.00,50.00,-50.00,0,7,0.77,0.02,-0.03,0,3,0.73,0.02,-0.01,0,7,1,2016-03-10,Kepler
Kepler-168,b,Kepler-168 b,Transit,0,2,4.42539100,0.00003300,-0.00003300,0,3,0.056000,,,0,1,,,,,0,,,,,0,,,,,0,,0.130,0.059,-0.059,0,3,,,,,0,0,1,0,19h38m50.44s,+39d49m30.4s,294.710165,0.000019,39.825104,0.000017,2,1396.00,48.15,-48.15,0,3,14.606,,0,Kepler-band,14.605,,0,6282.00,200.00,-200.00,0,6,,,,,1,1.11,0.50,-0.50,0,6,1,2014-05-14,Kepler
Kepler-168,c,Kepler-168 c,Transit,0,2,13.19324200,0.00004900,-0.00004900,0,4,0.116000,,,0,1,,,,,0,,,,,0,,,,,0,,0.240,0.108,-0.108,0,3,,,,,0,0,1,0,19h38m50.44s,+39d49m30.4s,294.710165,0.000019,39.825104,0.000017,2,1396.00,48.15,-48.15,0,3,14.606,,0,Kepler-band,14.605,,0,6282.00,200.00,-200.00,0,6,,,,,1,1.11,0.50,-0.50,0,6,1,2014-05-14,Kepler
Kepler-169,b,Kepler-169 b,Transit,0,5,3.25061900,0.00001300,-0.00001300,0,3,0.040000,,,0,1,,,,,0,,,,,0,,,,,0,,0.101,0.007,-0.007,0,3,,,,,0,0,1,0,19h03m59.97s,+40d55m09.6s,285.999891,0.000017,40.919329,0.000017,2,411.34,3.05,-3.05,0,3,14.194,,0,Kepler-band,14.162,,0,4997.00,100.00,-100.00,0,6,,,,,2,0.76,0.05,-0.05,0,6,1,2014-05-14,Kepler
Kepler-169,c,Kepler-169 c,Transit,0,5,6.19546900,0.00002900,-0.00002900,0,4,0.062000,,,0,1,,,,,0,,,,,0,,,,,0,,0.108,0.007,-0.007,0,3,,,,,0,0,1,0,19h03m59.97s,+40d55m09.6s,285.999891,0.000017,40.919329,0.000017,2,411.34,3.05,-3.05,0,3,14.194,,0,Kepler-band,14.162,,0,4997.00,100.00,-100.00,0,6,,,,,2,0.76,0.05,-0.05,0,6,1,2014-05-14,Kepler
Kepler-169,d,Kepler-169 d,Transit,0,5,8.34812500,0.00004100,-0.00004100,0,4,0.075000,,,0,1,,,,,0,,,,,0,,,,,0,,0.112,0.008,-0.008,0,3,,,,,0,0,1,0,19h03m59.97s,+40d55m09.6s,285.999891,0.000017,40.919329,0.000017,2,411.34,3.05,-3.05,0,3,14.194,,0,Kepler-band,14.162,,0,4997.00,100.00,-100.00,0,6,,,,,2,0.76,0.05,-0.05,0,6,1,2014-05-14,Kepler
Kepler-169,e,Kepler-169 e,Transit,0,5,13.76710200,0.00003400,-0.00003400,0,4,0.105000,,,0,1,,,,,0,,,,,0,,,,,0,,0.196,0.026,-0.026,0,3,,,,,0,0,1,0,19h03m59.97s,+40d55m09.6s,285.999891,0.000017,40.919329,0.000017,2,411.34,3.05,-3.05,0,3,14.194,,0,Kepler-band,14.162,,0,4997.00,100.00,-100.00,0,6,,,,,2,0.76,0.05,-0.05,0,6,1,2014-05-14,Kepler
Kepler-169,f,Kepler-169 f,Transit,0,5,87.09019500,0.00040600,-0.00040600,0,4,0.359000,,,0,1,,,,,0,,,,,0,,,,,0,,0.230,0.021,-0.021,0,3,,,,,0,0,1,0,19h03m59.97s,+40d55m09.6s,285.999891,0.000017,40.919329,0.000017,2,411.34,3.05,-3.05,0,3,14.194,,0,Kepler-band,14.162,,0,4997.00,100.00,-100.00,0,6,,,,,2,0.76,0.05,-0.05,0,6,1,2014-05-14,Kepler
Kepler-170,b,Kepler-170 b,Transit,0,2,7.93059200,0.00001400,-0.00001400,0,5,0.080000,,,0,1,,,,,0,,,,,0,,,,,1,,0.285,0.020,-0.020,0,4,,,,,0,0,1,0,18h58m05.09s,+41d37m46.6s,284.521193,0.000017,41.629604,0.000017,2,754.64,11.28,-11.28,0,3,14.387,,0,Kepler-band,14.347,,0,5679.00,57.00,-57.00,0,6,,,,,2,1.03,0.06,-0.06,0,7,1,2014-05-14,Kepler
Kepler-170,c,Kepler-170 c,Transit,0,2,16.66586300,0.00005300,-0.00005300,0,5,0.131000,,,0,1,,,,,0,,,,,0,,,,,0,,0.255,0.015,-0.015,0,3,,,,,0,0,1,0,18h58m05.09s,+41d37m46.6s,284.521193,0.000017,41.629604,0.000017,2,754.64,11.28,-11.28,0,3,14.387,,0,Kepler-band,14.347,,0,5679.00,57.00,-57.00,0,6,,,,,2,1.03,0.06,-0.06,0,7,1,2014-05-14,Kepler
Kepler-171,b,Kepler-171 b,Transit,0,3,4.16697200,0.00000700,-0.00000700,0,4,0.050000,,,0,1,,,,,0,,,,,0,,,,,0,,0.209,0.094,-0.094,0,3,,,,,0,0,1,0,19h47m05.26s,+41d45m19.9s,296.771914,0.000017,41.755537,0.000017,2,885.43,19.10,-19.10,0,3,14.883,,0,Kepler-band,14.905,,0,5642.00,200.00,-200.00,0,6,,,,,1,0.84,0.38,-0.38,0,6,1,2014-05-14,Kepler
Kepler-171,c,Kepler-171 c,Transit,0,3,11.46346200,0.00002600,-0.00002600,0,4,0.098000,,,0,1,,,,,0,,,,,0,,,,,0,,0.228,0.103,-0.103,0,3,,,,,0,0,1,0,19h47m05.26s,+41d45m19.9s,296.771914,0.000017,41.755537,0.000017,2,885.43,19.10,-19.10,0,3,14.883,,0,Kepler-band,14.905,,0,5642.00,200.00,-200.00,0,6,,,,,1,0.84,0.38,-0.38,0,6,1,2014-05-14,Kepler
Kepler-171,d,Kepler-171 d,Transit,0,3,39.59551900,0.00069900,-0.00069900,0,4,0.223000,,,0,1,,,,,0,,,,,0,,,,,0,,0.169,0.080,-0.080,0,3,,,,,0,1,1,0,19h47m05.26s,+41d45m19.9s,296.771914,0.000017,41.755537,0.000017,2,885.43,19.10,-19.10,0,3,14.883,,0,Kepler-band,14.905,,0,5642.00,200.00,-200.00,0,6,,,,,1,0.84,0.38,-0.38,0,6,1,2014-05-14,Kepler
Kepler-172,b,Kepler-172 b,Transit,0,4,2.94030900,0.00000700,-0.00000700,0,4,0.040000,,,0,1,,,,,0,,,,,0,,,,,0,,0.210,0.037,-0.037,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,0.000031,41.821857,0.000017,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526.00,100.00,-100.00,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,2014-05-14,Kepler
Kepler-172,c,Kepler-172 c,Transit,0,4,6.38899600,0.00002000,-0.00002000,0,4,0.068000,,,0,1,,,,,0,,,,,0,,,,,0,,0.255,0.047,-0.047,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,0.000031,41.821857,0.000017,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526.00,100.00,-100.00,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,2014-05-14,Kepler
Kepler-172,d,Kepler-172 d,Transit,0,4,14.62711900,0.00010500,-0.00010500,0,4,0.118000,,,0,1,,,,,0,,,,,0,,,,,0,,0.201,0.036,-0.036,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,0.000031,41.821857,0.000017,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526.00,100.00,-100.00,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,2014-05-14,Kepler
Kepler-172,e,Kepler-172 e,Transit,0,4,35.11873600,0.00025300,-0.00025300,0,3,0.211000,,,0,1,,,,,0,,,,,0,,,,,0,,0.246,0.050,-0.050,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,0.000031,41.821857,0.000017,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526.00,100.00,-100.00,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,2014-05-14,Kepler
Kepler-173,b,Kepler-173 b,Transit,0,2,4.26374200,0.00002100,-0.00002100,0,3,0.048000,,,0,1,,,,,0,,,,,0,,,,,0,,0.115,0.057,-0.057,0,3,,,,,0,0,1,0,19h38m35.21s,+41d53m02.8s,294.646695,0.000017,41.884106,0.000017,2,853.39,15.43,-15.43,0,3,14.209,,0,Kepler-band,14.258,,0,6031.00,200.00,-200.00,0,6,,,,,2,0.95,0.47,-0.47,0,6,1,2014-05-14,Kepler
Kepler-173,c,Kepler-173 c,Transit,0,2,8.00577700,0.00001500,-0.00001500,0,4,0.074000,,,0,1,,,,,0,,,,,0,,,,,0,,0.217,0.108,-0.108,0,3,,,,,0,0,1,0,19h38m35.21s,+41d53m02.8s,294.646695,0.000017,41.884106,0.000017,2,853.39,15.43,-15.43,0,3,14.209,,0,Kepler-band,14.258,,0,6031.00,200.00,-200.00,0,6,,,,,2,0.95,0.47,-0.47,0,6,1,2014-05-14,Kepler
Kepler-174,b,Kepler-174 b,Transit,0,3,13.98179000,0.00002400,-0.00002400,0,4,0.100000,,,0,1,,,,,0,,,,,0,,,,,0,,0.175,0.010,-0.010,0,3,,,,,0,0,1,0,19h09m45.41s,+43d49m55.5s,287.439194,0.000017,43.832092,0.000017,2,389.07,2.72,-2.72,0,3,14.287,,0,Kepler-band,14.286,,0,4880.00,126.00,-126.00,0,6,,,,,1,0.62,0.03,-0.03,0,6,1,2014-05-14,Kepler
Kepler-174,c,Kepler-174 c,Transit,0,3,44.00052900,0.00026500,-0.00026500,0,5,0.214000,,,0,1,,,,,0,,,,,0,,,,,0,,0.133,0.008,-0.008,0,3,,,,,0,0,1,0,19h09m45.41s,+43d49m55.5s,287.439194,0.000017,43.832092,0.000017,2,389.07,2.72,-2.72,0,3,14.287,,0,Kepler-band,14.286,,0,4880.00,126.00,-126.00,0,6,,,,,1,0.62,0.03,-0.03,0,6,1,2014-05-14,Kepler
Kepler-174,d,Kepler-174 d,Transit,0,3,247.35373000,0.00200100,-0.00200100,0,5,0.677000,,,0,1,,,,,0,,,,,0,,,,,0,,0.195,0.012,-0.012,0,3,,,,,0,0,1,0,19h09m45.41s,+43d49m55.5s,287.439194,0.000017,43.832092,0.000017,2,389.07,2.72,-2.72,0,3,14.287,,0,Kepler-band,14.286,,0,4880.00,126.00,-126.00,0,6,,,,,1,0.62,0.03,-0.03,0,6,1,2014-05-14,Kepler
Kepler-175,b,Kepler-175 b,Transit,0,2,11.90351500,0.00004600,-0.00004600,0,4,0.105000,,,0,1,,,,,0,,,,,0,,,,,0,,0.228,0.114,-0.114,0,3,,,,,0,0,1,0,19h18m12.79s,+43d52m34.3s,289.553283,0.000017,43.876183,0.000017,2,1363.39,46.96,-46.96,0,3,14.939,,0,Kepler-band,14.911,,0,6064.00,200.00,-200.00,0,6,,,,,2,1.01,0.50,-0.50,0,6,1,2014-05-14,Kepler
Kepler-175,c,Kepler-175 c,Transit,0,2,34.03525700,0.00027900,-0.00027900,0,4,0.213000,,,0,1,,,,,0,,,,,0,,,,,0,,0.277,0.139,-0.139,0,3,,,,,0,0,1,0,19h18m12.79s,+43d52m34.3s,289.553283,0.000017,43.876183,0.000017,2,1363.39,46.96,-46.96,0,3,14.939,,0,Kepler-band,14.911,,0,6064.00,200.00,-200.00,0,6,,,,,2,1.01,0.50,-0.50,0,6,1,2014-05-14,Kepler
Kepler-176,b,Kepler-176 b,Transit,0,4,5.43307400,0.00002400,-0.00002400,0,4,0.058000,,,0,1,,,,,0,,,,,0,,,,,0,,0.128,0.065,-0.065,0,3,,,,,0,0,1,0,19h38m40.31s,+43d51m11.7s,294.667956,0.000017,43.853259,0.000017,2,535.40,6.13,-6.13,0,3,14.550,,0,Kepler-band,14.545,,0,5232.00,200.00,-200.00,0,6,,,,,2,0.89,0.46,-0.46,0,7,1,2014-05-14,Kepler
Kepler-176,c,Kepler-176 c,Transit,0,4,12.75971200,0.00003300,-0.00003300,0,4,0.102000,,,0,1,,,,,0,,,,,0,,,,,1,,0.232,0.119,-0.119,0,4,,,,,0,1,1,0,19h38m40.31s,+43d51m11.7s,294.667956,0.000017,43.853259,0.000017,2,535.40,6.13,-6.13,0,3,14.550,,0,Kepler-band,14.545,,0,5232.00,200.00,-200.00,0,6,,,,,2,0.89,0.46,-0.46,0,7,1,2014-05-14,Kepler
Kepler-176,d,Kepler-176 d,Transit,0,4,25.75197400,0.00011500,-0.00011500,0,4,0.163000,,,0,1,,,,,0,,,,,0,,,,,1,,0.224,0.118,-0.118,0,4,,,,,0,1,1,0,19h38m40.31s,+43d51m11.7s,294.667956,0.000017,43.853259,0.000017,2,535.40,6.13,-6.13,0,3,14.550,,0,Kepler-band,14.545,,0,5232.00,200.00,-200.00,0,6,,,,,2,0.89,0.46,-0.46,0,7,1,2014-05-14,Kepler
Kepler-177,b,Kepler-177 b,Transit,0,2,36.85500000,,,0,4,,,,,0,,,,,0,,,,,0,0.00600,0.00200,-0.00100,0,2,Mass,0.259,0.136,-0.027,0,4,,,,,1,1,1,0,19h04m11.31s,+45d03m11.5s,286.047132,0.000017,45.053207,0.000017,2,1497.42,44.23,-44.23,0,3,15.000,,0,Kepler-band,14.941,,0,5942.00,,,0,5,,,,,3,1.05,,,0,6,1,2014-05-14,Kepler
Kepler-177,c,Kepler-177 c,Transit,0,2,49.41200000,,,0,4,,,,,0,,,,,0,,,,,0,0.02400,0.01100,-0.01000,0,2,Mass,0.633,0.331,-0.064,0,4,,,,,1,1,1,0,19h04m11.31s,+45d03m11.5s,286.047132,0.000017,45.053207,0.000017,2,1497.42,44.23,-44.23,0,3,15.000,,0,Kepler-band,14.941,,0,5942.00,,,0,5,,,,,3,1.05,,,0,6,1,2014-05-14,Kepler
Kepler-178,b,Kepler-178 b,Transit,0,3,9.57669400,0.00002100,-0.00002100,0,4,0.085000,,,0,1,,,,,0,,,,,0,,,,,0,,0.259,0.112,-0.112,0,3,,,,,0,0,1,0,19h08m24.26s,+46d53m47.3s,287.101089,0.000022,46.896477,0.000017,2,731.04,10.58,-10.58,0,3,14.598,,0,Kepler-band,14.578,,0,5676.00,200.00,-200.00,0,6,,,,,1,1.07,0.45,-0.45,0,6,1,2014-05-14,Kepler
Kepler-178,c,Kepler-178 c,Transit,0,3,20.55280200,0.00006600,-0.00006600,0,4,0.142000,,,0,1,,,,,0,,,,,0,,,,,0,,0.257,0.110,-0.110,0,3,,,,,0,0,1,0,19h08m24.26s,+46d53m47.3s,287.101089,0.000022,46.896477,0.000017,2,731.04,10.58,-10.58,0,3,14.598,,0,Kepler-band,14.578,,0,5676.00,200.00,-200.00,0,6,,,,,1,1.07,0.45,-0.45,0,6,1,2014-05-14,Kepler
Kepler-178,d,Kepler-178 d,Transit,0,3,96.67898800,0.00070200,-0.00070200,0,3,0.397000,,,0,1,,,,,0,,,,,0,,,,,0,,0.352,0.152,-0.152,0,3,,,,,0,1,1,0,19h08m24.26s,+46d53m47.3s,287.101089,0.000022,46.896477,0.000017,2,731.04,10.58,-10.58,0,3,14.598,,0,Kepler-band,14.578,,0,5676.00,200.00,-200.00,0,6,,,,,1,1.07,0.45,-0.45,0,6,1,2014-05-14,Kepler
Kepler-179,b,Kepler-179 b,Transit,0,2,2.73592600,0.00000800,-0.00000800,0,4,0.036000,,,0,1,,,,,0,,,,,0,,,,,0,,0.146,0.061,-0.061,0,3,,,,,0,0,1,0,19h54m39.30s,+47d45m43.4s,298.663735,0.000017,47.762043,0.000017,2,616.39,6.75,-6.75,0,3,14.613,,0,Kepler-band,14.603,,0,5302.00,200.00,-200.00,0,7,,,,,1,0.76,0.31,-0.31,0,6,1,2014-05-14,Kepler
Kepler-179,c,Kepler-179 c,Transit,0,2,6.40013000,0.00001700,-0.00001700,0,4,0.064000,,,0,1,,,,,0,,,,,0,,,,,0,,0.178,0.072,-0.072,0,3,,,,,0,0,1,0,19h54m39.30s,+47d45m43.4s,298.663735,0.000017,47.762043,0.000017,2,616.39,6.75,-6.75,0,3,14.613,,0,Kepler-band,14.603,,0,5302.00,200.00,-200.00,0,7,,,,,1,0.76,0.31,-0.31,0,6,1,2014-05-14,Kepler
Kepler-180,b,Kepler-180 b,Transit,0,2,13.81712400,0.00015500,-0.00015500,0,3,0.109000,,,0,1,,,,,0,,,,,0,,,,,0,,0.134,0.060,-0.060,0,3,,,,,0,0,1,0,19h42m17.12s,+49d46m28.5s,295.571343,0.000017,49.774586,0.000017,2,709.83,8.83,-8.83,0,3,14.350,,0,Kepler-band,14.325,,0,5731.00,200.00,-200.00,0,6,,,,,2,1.06,0.47,-0.47,0,6,1,2014-05-14,Kepler
Kepler-180,c,Kepler-180 c,Transit,0,2,41.88577500,0.00022800,-0.00022800,0,4,0.229000,,,0,1,,,,,0,,,,,0,,,,,0,,0.269,0.120,-0.120,0,3,,,,,0,0,1,0,19h42m17.12s,+49d46m28.5s,295.571343,0.000017,49.774586,0.000017,2,709.83,8.83,-8.83,0,3,14.350,,0,Kepler-band,14.325,,0,5731.00,200.00,-200.00,0,6,,,,,2,1.06,0.47,-0.47,0,6,1,2014-05-14,Kepler
Kepler-181,b,Kepler-181 b,Transit,0,2,3.13787300,0.00001300,-0.00001300,0,3,0.040000,,,0,1,,,,,0,,,,,0,,,,,0,,0.113,0.055,-0.055,0,3,,,,,0,0,1,0,19h44m36.34s,+50d05m44.9s,296.151402,0.000017,50.095806,0.000017,2,620.09,8.17,-8.17,0,3,14.707,,0,Kepler-band,14.714,,0,5333.00,200.00,-200.00,0,6,,,,,1,0.75,0.37,-0.37,0,6,1,2014-05-14,Kepler
Kepler-181,c,Kepler-181 c,Transit,0,2,4.30214900,0.00000800,-0.00000800,0,4,0.049000,,,0,1,,,,,0,,,,,0,,,,,0,,0.178,0.087,-0.087,0,3,,,,,0,0,1,0,19h44m36.34s,+50d05m44.9s,296.151402,0.000017,50.095806,0.000017,2,620.09,8.17,-8.17,0,3,14.707,,0,Kepler-band,14.714,,0,5333.00,200.00,-200.00,0,6,,,,,1,0.75,0.37,-0.37,0,6,1,2014-05-14,Kepler
Kepler-182,b,Kepler-182 b,Transit,0,2,9.82579200,0.00006200,-0.00006200,0,4,0.096000,,,0,1,,,,,0,,,,,0,,,,,0,,0.230,0.105,-0.105,0,3,,,,,0,0,1,0,19h19m19.23s,+50d35m10.5s,289.830114,0.000017,50.586246,0.000017,2,1621.79,54.97,-54.97,0,3,14.896,,0,Kepler-band,14.874,,0,6250.00,200.00,-200.00,0,6,,,,,2,1.15,0.51,-0.51,0,6,1,2014-05-14,Kepler
Kepler-182,c,Kepler-182 c,Transit,0,2,20.68434200,0.00009700,-0.00009700,0,4,0.157000,,,0,1,,,,,0,,,,,0,,,,,0,,0.306,0.136,-0.136,0,3,,,,,0,0,1,0,19h19m19.23s,+50d35m10.5s,289.830114,0.000017,50.586246,0.000017,2,1621.79,54.97,-54.97,0,3,14.896,,0,Kepler-band,14.874,,0,6250.00,200.00,-200.00,0,6,,,,,2,1.15,0.51,-0.51,0,6,1,2014-05-14,Kepler
Kepler-183,b,Kepler-183 b,Transit,0,2,5.68794500,0.00002000,-0.00002000,0,5,0.064000,,,0,1,,,,,0,,,,,0,,,,,0,,0.184,0.079,-0.079,0,3,,,,,0,0,1,0,19h34m07.40s,+39d18m57.2s,293.530848,0.000017,39.315898,0.000017,2,1082.60,29.16,-29.16,0,3,14.943,,0,Kepler-band,14.893,,0,5888.00,200.00,-200.00,0,6,,,,,2,0.96,0.41,-0.41,0,7,1,2014-05-14,Kepler
Kepler-183,c,Kepler-183 c,Transit,0,2,11.63707100,0.00005500,-0.00005500,0,5,0.103000,,,0,1,,,,,0,,,,,0,,,,,1,,0.203,0.087,-0.087,0,4,,,,,0,0,1,0,19h34m07.40s,+39d18m57.2s,293.530848,0.000017,39.315898,0.000017,2,1082.60,29.16,-29.16,0,3,14.943,,0,Kepler-band,14.893,,0,5888.00,200.00,-200.00,0,6,,,,,2,0.96,0.41,-0.41,0,7,1,2014-05-14,Kepler
Kepler-184,b,Kepler-184 b,Transit,0,3,10.68757600,0.00002500,-0.00002500,0,5,0.092000,,,0,1,,,,,0,,,,,0,,,,,0,,0.211,0.119,-0.119,0,3,,,,,0,0,1,0,19h27m48.46s,+43d04m29.0s,291.951908,0.000017,43.074715,0.000017,2,621.24,6.18,-6.18,0,3,14.338,,0,Kepler-band,14.311,,0,5788.00,200.00,-200.00,0,6,,,,,2,0.87,0.49,-0.49,0,7,1,2014-05-14,Kepler
Kepler-184,c,Kepler-184 c,Transit,0,3,20.30300500,0.00008700,-0.00008700,0,5,0.141000,,,0,1,,,,,0,,,,,0,,,,,1,,0.176,0.099,-0.099,0,4,,,,,0,0,1,0,19h27m48.46s,+43d04m29.0s,291.951908,0.000017,43.074715,0.000017,2,621.24,6.18,-6.18,0,3,14.338,,0,Kepler-band,14.311,,0,5788.00,200.00,-200.00,0,6,,,,,2,0.87,0.49,-0.49,0,7,1,2014-05-14,Kepler
